    17.211	   0.82445	   0.70387	   0.05003	   2.97997
    17.248	   0.82446	   0.70387	   0.05003	   2.97997
    88.615	   0.01623	   0.00009	   0.00001	   0.09427
    94.062	   0.01607	   0.00009	   0.00001	   0.09361
   103.053	   0.00746	   0.00006	   0.00001	   0.07268
   103.584	   0.00009	   0.00005	   0.00001	   0.00024
   115.484	   0.00007	   0.00005	   0.00001	   0.00024
   116.055	   0.00007	   0.00005	   0.00001	   0.00024
   116.740	   0.00007	   0.00005	   0.00001	   0.00024
   131.613	   0.00007	   0.00005	   0.00001	   0.00024
   137.274	   0.00007	   0.00005	   0.00001	   0.00024
   142.335	   0.00007	   0.00005	   0.00001	   0.00024
   143.957	   0.00007	   0.00005	   0.00001	   0.00024
   159.022	   0.00007	   0.00005	   0.00001	   0.00024
   160.543	   0.00007	   0.00005	   0.00001	   0.00024
   161.870	   0.00007	   0.00005	   0.00001	   0.00024
   165.068	   0.00007	   0.00005	   0.00001	   0.00024
   168.475	   0.00007	   0.00005	   0.00001	   0.00024
   168.998	   0.00007	   0.00005	   0.00001	   0.00024
   170.797	   0.00007	   0.00005	   0.00001	   0.00024
   175.340	   0.00007	   0.00005	   0.00001	   0.00024
   177.296	   0.00007	   0.00005	   0.00001	   0.00024
   186.098	   0.00007	   0.00005	   0.00001	   0.00024
   199.973	   0.00007	   0.00005	   0.00001	   0.00024
   203.617	   0.00007	   0.00005	   0.00001	   0.00024
   204.575	   0.00007	   0.00005	   0.00001	   0.00024
   207.391	   0.00007	   0.00005	   0.00001	   0.00024
   215.748	   0.00007	   0.00005	   0.00001	   0.00024
   217.785	   0.00007	   0.00005	   0.00001	   0.00024
   218.071	   0.00007	   0.00005	   0.00001	   0.00024
   218.512	   0.00007	   0.00005	   0.00001	   0.00024
   218.599	   0.00007	   0.00005	   0.00001	   0.00024
   222.925	   0.00007	   0.00005	   0.00001	   0.00024
   225.975	   0.00007	   0.00005	   0.00001	   0.00024
   227.121	   0.00007	   0.00005	   0.00001	   0.00024
   229.442	   0.00007	   0.00005	   0.00001	   0.00024
   240.218	   0.00007	   0.00005	   0.00001	   0.00024
   241.441	   0.00007	   0.00005	   0.00001	   0.00024
   242.823	   0.00007	   0.00005	   0.00001	   0.00024
   252.217	   0.00007	   0.00005	   0.00001	   0.00024
   256.957	   0.00007	   0.00005	   0.00001	   0.00024
   257.992	   0.00007	   0.00005	   0.00001	   0.00024
   259.092	   0.00007	   0.00005	   0.00001	   0.00024
   259.578	   0.00007	   0.00005	   0.00001	   0.00024
   260.992	   0.00007	   0.00005	   0.00001	   0.00024
   272.844	   0.00007	   0.00005	   0.00001	   0.00024
   273.523	   0.00007	   0.00005	   0.00001	   0.00024
   276.300	   0.00007	   0.00005	   0.00001	   0.00024
   278.891	   0.00007	   0.00005	   0.00001	   0.00024
   279.523	   0.00007	   0.00005	   0.00001	   0.00024
   282.168	   0.00007	   0.00005	   0.00001	   0.00024
   286.864	   0.00007	   0.00005	   0.00001	   0.00024
   287.012	   0.00007	   0.00005	   0.00001	   0.00024
   288.784	   0.00007	   0.00005	   0.00001	   0.00024
   289.784	   0.00007	   0.00005	   0.00001	   0.00024
   292.498	   0.00007	   0.00005	   0.00001	   0.00024
   295.790	   0.00007	   0.00005	   0.00001	   0.00024
   300.058	   0.00007	   0.00005	   0.00001	   0.00024
   301.338	   0.00007	   0.00005	   0.00001	   0.00024
   304.149	   0.00007	   0.00005	   0.00001	   0.00024
   305.625	   0.00007	   0.00005	   0.00001	   0.00024
   310.057	   0.00007	   0.00005	   0.00001	   0.00024
   312.305	   0.00007	   0.00005	   0.00001	   0.00024
   323.501	   0.00007	   0.00005	   0.00001	   0.00024
   324.441	   0.00007	   0.00005	   0.00001	   0.00024
   326.359	   0.00007	   0.00005	   0.00001	   0.00024
   326.411	   0.00007	   0.00005	   0.00001	   0.00024
   326.577	   0.00007	   0.00005	   0.00001	   0.00024
   326.764	   0.00007	   0.00005	   0.00001	   0.00024
   328.885	   0.00007	   0.00005	   0.00001	   0.00024
   333.612	   0.00007	   0.00005	   0.00001	   0.00024
   336.595	   0.00007	   0.00005	   0.00001	   0.00024
   339.256	   0.00007	   0.00005	   0.00001	   0.00024
   346.488	   0.00007	   0.00005	   0.00001	   0.00024
   351.438	   0.00007	   0.00005	   0.00001	   0.00024
   355.244	   0.00007	   0.00005	   0.00001	   0.00024
   358.784	   0.00007	   0.00005	   0.00001	   0.00024
   378.955	   0.00007	   0.00005	   0.00001	   0.00024
   382.058	   0.00007	   0.00005	   0.00001	   0.00024
   386.194	   0.00007	   0.00005	   0.00001	   0.00024
   387.123	   0.00007	   0.00005	   0.00001	   0.00024
   388.845	   0.00008	   0.00005	   0.00001	   0.00024
   402.184	   0.00010	   0.00005	   0.00001	   0.00025
   408.512	   0.00013	   0.00005	   0.00001	   0.00027
   412.157	   0.00019	   0.00005	   0.00001	   0.00032
   413.186	   0.00024	   0.00005	   0.00001	   0.00415
   413.321	   0.00037	   0.00005	   0.00001	   0.00567
   417.864	   0.00061	   0.00006	   0.00001	   0.00749
   421.525	   0.00083	   0.00006	   0.00001	   0.01068
   423.682	   0.00132	   0.00006	   0.00001	   0.01350
   428.108	   0.00204	   0.00007	   0.00001	   0.01631
   429.750	   0.00494	   0.00009	   0.00001	   0.01855
   429.752	   0.00560	   0.00009	   0.00001	   0.01901
   429.803	   0.00436	   0.00011	   0.00001	   0.01949
   429.827	   0.00499	   0.00014	   0.00001	   0.01959
   437.456	   0.00698	   0.00025	   0.00001	   0.02675
   442.075	   0.01031	   0.00806	   0.00001	   0.03769
   453.445	   0.15089	   0.16992	   0.01350	   0.36886
   454.791	   0.15111	   0.17030	   0.01493	   0.35789
   454.799	   0.15455	   0.17062	   0.06482	   0.19301
   457.734	   0.01279	   0.00005	   0.00001	   0.07707
   462.055	   0.00005	   0.00003	   0.00001	   0.00016
   471.684	   0.00005	   0.00003	   0.00001	   0.00016
   476.181	   0.00005	   0.00003	   0.00001	   0.00016
   479.467	   0.00005	   0.00003	   0.00001	   0.00016
   484.532	   0.00005	   0.00003	   0.00001	   0.00016
   493.080	   0.00005	   0.00003	   0.00001	   0.00016
   496.045	   0.00005	   0.00003	   0.00001	   0.00016
   498.316	   0.00005	   0.00003	   0.00001	   0.00016
   499.254	   0.00005	   0.00003	   0.00001	   0.00016
   499.707	   0.00005	   0.00003	   0.00001	   0.00016
   504.529	   0.00005	   0.00003	   0.00001	   0.00016
   504.672	   0.00005	   0.00003	   0.00001	   0.00016
   506.961	   0.00005	   0.00003	   0.00001	   0.00016
   510.069	   0.00005	   0.00003	   0.00001	   0.00016
   510.499	   0.00005	   0.00003	   0.00001	   0.00016
   516.478	   0.00005	   0.00003	   0.00001	   0.00016
   516.480	   0.00005	   0.00003	   0.00001	   0.00016
   517.092	   0.00005	   0.00003	   0.00001	   0.00016
   519.430	   0.00005	   0.00003	   0.00001	   0.00016
   519.800	   0.00005	   0.00003	   0.00001	   0.00016
   522.332	   0.00005	   0.00003	   0.00001	   0.00016
   561.374	   0.00005	   0.00003	   0.00001	   0.00016
   564.263	   0.00005	   0.00003	   0.00001	   0.00016
   565.057	   0.00005	   0.00003	   0.00001	   0.00016
   567.787	   0.00005	   0.00003	   0.00001	   0.00016
   609.887	   0.00005	   0.00003	   0.00001	   0.00016
   612.558	   0.00005	   0.00003	   0.00001	   0.00016
   621.970	   0.00005	   0.00003	   0.00001	   0.00016
   624.435	   0.00005	   0.00003	   0.00001	   0.00016
   625.803	   0.00005	   0.00003	   0.00001	   0.00016
   626.262	   0.00005	   0.00003	   0.00001	   0.00016
   628.452	   0.00005	   0.00003	   0.00001	   0.00016
   629.156	   0.00005	   0.00003	   0.00001	   0.00016
   630.332	   0.00005	   0.00003	   0.00001	   0.00016
   635.951	   0.00005	   0.00003	   0.00001	   0.00016
   641.810	   0.00005	   0.00003	   0.00001	   0.00016
   646.984	   0.00005	   0.00003	   0.00001	   0.00016
   653.408	   0.00005	   0.00003	   0.00001	   0.00016
   655.806	   0.00005	   0.00003	   0.00001	   0.00016
   658.500	   0.00005	   0.00003	   0.00001	   0.00016
   661.467	   0.00005	   0.00003	   0.00001	   0.00016
   662.301	   0.00005	   0.00003	   0.00001	   0.00016
   665.890	   0.00005	   0.00003	   0.00001	   0.00016
   670.622	   0.00005	   0.00003	   0.00001	   0.00016
   675.041	   0.00005	   0.00003	   0.00001	   0.00016
   677.849	   0.00005	   0.00003	   0.00001	   0.00016
   682.766	   0.00005	   0.00003	   0.00001	   0.00016
   682.767	   0.00005	   0.00003	   0.00001	   0.00016
   683.962	   0.00005	   0.00003	   0.00001	   0.00016
   685.084	   0.00005	   0.00003	   0.00001	   0.00016
   686.938	   0.00005	   0.00003	   0.00001	   0.00016
   687.525	   0.00005	   0.00003	   0.00001	   0.00016
   688.876	   0.00005	   0.00003	   0.00001	   0.00016
   691.164	   0.00005	   0.00003	   0.00001	   0.00016
   691.179	   0.00005	   0.00003	   0.00001	   0.00016
   691.784	   0.00005	   0.00003	   0.00001	   0.00016
   705.050	   0.00005	   0.00003	   0.00001	   0.00016
   713.351	   0.00005	   0.00003	   0.00001	   0.00016
   730.622	   0.00005	   0.00003	   0.00001	   0.00016
   734.264	   0.00005	   0.00003	   0.00001	   0.00016
   737.678	   0.00005	   0.00003	   0.00001	   0.00016
   744.529	   0.00005	   0.00003	   0.00001	   0.00016
   748.017	   0.00005	   0.00003	   0.00001	   0.00016
   755.002	   0.00005	   0.00003	   0.00001	   0.00016
   775.698	   0.00005	   0.00003	   0.00001	   0.00016
   792.202	   0.00005	   0.00003	   0.00001	   0.00016
   799.355	   0.00005	   0.00003	   0.00001	   0.00016
   800.723	   0.00005	   0.00003	   0.00001	   0.00016
   803.849	   0.00005	   0.00003	   0.00001	   0.00016
   804.203	   0.00005	   0.00003	   0.00001	   0.00016
   815.126	   0.00005	   0.00003	   0.00001	   0.00016
   818.178	   0.00005	   0.00003	   0.00001	   0.00016
   834.619	   0.00005	   0.00003	   0.00001	   0.00016
   837.661	   0.00005	   0.00003	   0.00001	   0.00016
   839.791	   0.00126	   0.00004	   0.00001	   0.00020
   840.206	   0.08295	   0.00005	   0.00001	   0.50416
   840.320	   0.47417	   0.54419	   0.00006	   0.58685
   841.216	   0.11530	   0.00002	   0.00001	   0.47452
   841.394	   0.00693	   0.00001	   0.00001	   0.07381
   847.270	   0.00221	   0.00001	   0.00001	   0.05012
